id,framework,version,functionName,functionInputs,transactionHash,contractsCreated
aragon_0.7_169,aragon,aragon_0.7,newInstance,"{'aragonId': 'avvps', 'holders': '[0x01e7f16e17c50d070eb66787f25ce3be405d6038]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '259200'}",0x0bf5b16188412d0f971e1606c3728f644c4a57a5aa66db8dd6a3e7202b25d40e,"['0x53562ecd4bb24b5d347774aed1af18549972bf36', '0x839edfc64be303603c51b9c7257e7bc066163762', '0x1f6cdf3dad5b8bdec5071e13fc0f05fd10715f75', '0x9c7b353079277e5026e06b3e342e1fa993309b94', '0x0a0fb8fe318c4545a00cef9e35a89de7669e2952', '0x6d7ee67f0f7af6d0acc525fadeac3a4d90573e04', '0xb13265d6c9015784641190fdff67bde7951beafd']"
aragon_0.7_170,aragon,aragon_0.7,newInstance,"{'aragonId': 'fishtank', 'holders': '[0xa5b59f7e4d41ded5932ef9a0388c15cf87baa5ff]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '172800'}",0x5f75d4429fa0b702c42fe60a36a8173e68a1149a0bb4f08bec8a6333dd7db023,"['0xe76c7d8187017f9b51eb3342ada302a6f4d190f9', '0x3dfd38192c98a24069413ab4e4900bd1d8dfdee1', '0xad1dfdb93acedd02606b9301fd6c6d6ace9cb29e', '0x3384a34344fca9a27a42fa15539cd08854735406', '0x354886008a047f67ed68d3a9f8ce42a4f85d7899', '0xfe114ea7cae40336e0521ad064f84655e91bd87e', '0xb639d7f526efba1dd3bdca854420f1b3d6d4bb6e']"
aragon_0.7_171,aragon,aragon_0.7,newInstance,"{'aragonId': 'rainbow', 'holders': '[0xe63615cafddff3babcf2ead1154a0adb1bed31a4]', 'minAcceptanceQuorum': '100000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '86400'}",0xd3bb1285d463fcfe8d098fa20aeb9ab10759254dcdfb5b2a4892be1e61d96c1b,"['0x46dbaf58ef43c9fa821ee0a75607b78b952fb2fe', '0x92cd8e5091a5c1df9422c93a9e893da8e346f5cb', '0x90b8487bab0d31d9b78d2fabdf794aded73bc888', '0x429c5f07d9b67eaf757f56a8fe6d049ba61adca2', '0xd8e8f818d348c170a9a675c59220c2b86670137e', '0xfcd32558df0874701301305cf4c3d57c20723dde', '0xaf73ca079066247b4b8ed6e35e9a3b20906e0a19']"
aragon_0.7_172,aragon,aragon_0.7,newInstance,"{'aragonId': 'keytree', 'neededSignatures': '2', 'signers': '[0x966d35960c00c20c1911bf2692c278267add139d, 0x680ab57c4f4430a99375abf4dba81233d1b9a23f]'}",0xcab3783fbfe158146319240e118af1581d8f997e26c9b2fcf08532c8bf623309,"['0x70a3669a7972cfe2cb80235fda4a6e80e289f0eb', '0xa2b279e2410d0a30a633ea7b73594320a8957cf9', '0x9686937eb9bc29af453123d579e02db86b2e8cdf', '0x29108a0f73d84a236820dbad0739d76332b765e6', '0x8c458e618e4a43a36b6b34fcae2de77a6577b92a', '0x669d4985e9d92e655052f36cd880d9f21960c433', '0xe93c368b4386505f25876fd4e77938d3ece7b54d']"
aragon_0.7_173,aragon,aragon_0.7,newInstance,"{'aragonId': 'bnp', 'neededSignatures': '2', 'signers': '[0x84d25fdac9fd31942d15e410bfa87db24f771def, 0xe30bf9adbb57de0ec394de0d8ba186f5dc2455f9]'}",0x48c1438e5659683e8610a67bff6a6731c3a289dc03bc1d642e56fddf690d55da,"['0x1440536c3914b15fc6427299420f8afa723b2e0f', '0x592223705a8ebc56169cba4af5b17bbe81b10536', '0x74e1bf53fad3ea42d1e080f03425ee6957a97962', '0x7f6f7d5323d968fe80cc85d6eda60ccbbfa8fed1', '0x92343c1183f5978dd5c091e26e8c3c16aa19105d', '0x6ccfcc9e3f3c9c3dfe9c383927d16d78aafafe69', '0x25435adbd1d4abdbea076dc5d09bf8f779bb3c68']"
aragon_0.7_174,aragon,aragon_0.7,newInstance,"{'aragonId': 'yangbucks', 'holders': '[0xb9ee197d0909ecf4fd437db089908c33809eafb3]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '86400'}",0x0ffd49692f7d3b89af50bbbaab1ed7a6f2fa498ced34ff9d82b0d7b070be7790,"['0x603af9a2719a8714b6d99e50abb6530f5691d3a4', '0x058386b4a7ee5e37315ba68ae63e00ae8f2ec4d9', '0x57a50986ca799745fc6e54c3dffda3fe9589ac21', '0x1846b14494067cf81e98dfd73fd9360a3e71b69b', '0xd0c7c71a302d937dd1aa08032c28d3852692e682', '0x73593c11b62b899d317b8d36068cef2a8e041a43', '0x3856744c34bf3873c26ea5194e2c466cbb62334d']"
aragon_0.7_175,aragon,aragon_0.7,newInstance,"{'aragonId': 'sablier', 'neededSignatures': '2', 'signers': '[0x7c25bb1dd0fb91c69664c461909161a14dee9782, 0x45c0bbdd048e52172a3dfedbce7e7bcb3daa1c95, 0x66d9a6b1f08bb160950978ead015c1e887707abc]'}",0x53d31d56e45d749769361d948b4359a9197471339607266aaeea9d35bb1788df,"['0x4462079571495fc9357b8d3079dea5ed8442e590', '0xc145f37bd3e464ef0b46982162d93674cbf7db40', '0xc6995ffd4470d9585fc7a816698768a05cd4f6b9', '0x2020b0b087f388407ea2f7ec57dbfdd137389817', '0x4ec9ccc2f0a2b9bc69d25c50a052b71086867a30', '0xf6a6c0f91a30875eebb60a4506d3e1b02576e310', '0x18f62f1953401d3df5a23806b047c8d639a88e06']"
aragon_0.7_176,aragon,aragon_0.7,newInstance,"{'aragonId': 'bold', 'holders': '[0xaef77330ea41a1a1f36fb74d55f1b677d395f193]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '43200'}",0xf03342159dbd7ad790fb25aaccbb8189bf8dd1783a24c77b361a9e3a8b2e43cd,"['0xfeaff10e59649d0358bb0d69347f5df425cb32a7', '0x28f098d4e66b7353a6ba4bfb223635a16a3936bc', '0x0b9e7b87fa01c43cf3e5dc17009d4d0860c2526d', '0x6ef89d8c115da1343e109e6c97ea3b19bd1286b8', '0x508ef54b30609fa52946280fbce9809b3961c79c', '0xe4d160faf12a168092209287a6d542484dd44237', '0xf62dcb358adadff2ac97e41890192ac261f34b35']"
aragon_0.7_177,aragon,aragon_0.7,newInstance,"{'aragonId': 'product', 'holders': '[0x32afe58083c186f5bda0f030c9d8a6362baed46c]', 'minAcceptanceQuorum': '0', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '604800'}",0x2190d48b14942a9e8f664acc557789bceb45b0fa3084e2d7d1b84399d14be346,"['0x0abbdac07855d504dbeb0a9f7d748ca0711daf94', '0xe5a493cab148cb0a765c812b1f55e960511f44fb', '0x28bd5ef912a59ac440bb2270323e0afe6691cbdd', '0x28ae4188cced463e912b51558a1bebb441ac8957', '0xb3088f86bb4e2914320769459aad41c02afca8bb', '0x76624d762569511ab74b6344928caca5b4462022', '0xc7995dc4a2dbfae58e48e6530a3a3a9a2ac29cb7']"
aragon_0.7_178,aragon,aragon_0.7,newInstance,"{'aragonId': 'violeto', 'neededSignatures': '1', 'signers': '[0x0492b9170ec01d91f3aa721ff8ada42dd33fbbb8]'}",0xa338d29ed43e60344c06cbc705bf2ed67ac2ea147a155df482b90015e381608a,"['0xd5b5a353b88e5489e705a17c6d1ab1a45b81650c', '0x742e05c979f454a35a9ce122c96cdce2c81f1f49', '0xe08c2a785cb96d13b7e465fa300b865de9e29238', '0xc64f2aea9d3de42bb593bb336fb475e0a0452ad2', '0xdb3f22a14e22009e91cce6d80442daa3a84e7231', '0x3417049d2e4c5ac5f3b252dea15b28bdc3c92d98', '0x05939238d9c916fc4d24f6d99a9443e4fe1c7a68']"
aragon_0.7_179,aragon,aragon_0.7,newInstance,"{'aragonId': 'superteam', 'holders': '[0x77248901cf471b2ab313cbbf0f50fb72c18e0001]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '86400'}",0x277c8a0e5cf0cc4c521d785484a44cdc15256e5e3bb62cd8dce2c3b274c616e8,"['0xc0b792533db1664a6c18574ed668ae4f8286436f', '0x5ff502119fab69ed0c29e556925569613ca308eb', '0xc22c7f86b2d8b44277b394855eb65ef52765969b', '0xe93b1cc7301f43f8861ac4a0a3e02ed349a36109', '0x0f0270378bec67c3343a51c492d43c22106f879b', '0xa19dcc79d29ff5540e3bb986b394f4ad3125e37a', '0x12d4e60d8c4cf3c55ca437e5dfbcf05eda563515']"
aragon_0.7_180,aragon,aragon_0.7,newInstance,"{'aragonId': 'vilcanecap42', 'neededSignatures': '1', 'signers': '[0x2d5a2474502277f0f8d4cd1b2eb41148d49b8e14]'}",0x6f42f1d9756d2c0a0ff387df320abaf69f63218359ddda5b38efe12851fc95a8,"['0x723f404c398509b0a6cb813c1dbec1148ee02866', '0x34054ba84448fc1365d25cef6b25c78452b2dc8c', '0x970267da731b9a5428ad73129ebdf138ae20eb6b', '0x4fff24107e35812789b2b8fb758dbfeb7af9f006', '0xf05ce241d3f3d613dc44d33b1a4cb87c3d509a88', '0x26cd0427e906aa911ee0e857aca18a5fda33bdd8', '0x20553a97628163dda498a6cab0ec56041eaa7912']"
aragon_0.7_181,aragon,aragon_0.7,newInstance,"{'aragonId': 'unitedpeople', 'holders': '[0xc2a340a28d55c5531ed1dafc2db4e95965474803]', 'minAcceptanceQuorum': '200000000000000000', 'supportNeeded': '550000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '259200'}",0x3365a2a1c7caa414b0e701ad9aed5d417b045a6ee188c5eafc79cdfc987ee29d,"['0xf68dee584c3b560cf34185f0fce7a73ca4022f82', '0x4cc012c2e226f90c06e87353701d57ea2f387229', '0xc51d485ba16086b5bacd7ff3d926cbb85383e109', '0xa1bd9d60f78d122506b64aa2e56c42a60f62220f', '0x5173d6cb133a72bd00f185167272e3ba0f41d56f', '0x226619824eacf790eef0d68d350828639b05a289', '0x0f5b559184192d7747bda6b5104fb179569cf628']"
aragon_0.7_182,aragon,aragon_0.7,newInstance,"{'aragonId': 'pvd', 'holders': '[0x77a0aae0b8ae174935917ca27559e7ee603be4c5]', 'minAcceptanceQuorum': '100000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '604800'}",0xa07be376dcca8cc9b386ac20b93e08a60891b1035648ee5a4a74a9945dcf09c0,"['0x2fc401f66401fb0e687c963eab0603f1e355b705', '0x29a73fc146825ba4827242db9e7baf5713615ed6', '0x274b4d67e92e9bdf039a86cc032c8a8aa404fdef', '0x9d0c620395950acfeae935d3e7c83ef42fc3bd70', '0x518040c3937b413cc1bd81500566e8e5fa77533a', '0x6fbda868b094a53b05e44b7a290c68cfffb14c9b', '0xb456489c76ac069d1ce64ef150a9d68f21d7e70a']"
aragon_0.7_183,aragon,aragon_0.7,newInstance,"{'aragonId': 'alicedao', 'holders': '[0x63a7b186819f6e0e1579a5c3b79526e9c6677533]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '604800'}",0x51338d7a5ef02a04f1615704b9bae4c0773ae9c855cc45c3340f5b4bd85092e5,"['0xacf82edca95414e1a6629c38e6bb2ce55c753def', '0x287fa155b5fb8a81c0d5dae8c82167cb8fcd107d', '0xceae3cbb399d0e8dd89de58d2179cecd26bef5d4', '0xb5fd0a3ab8b4f6cd6c8413ee84123657c18fef09', '0xc43adefbfd46f489b44241eb174bf8d303369c20', '0x0e7943581c95671d48913f5b569a2beb26c41a9a', '0x72159183a7a8f33119d3f449a4f61db303b93cfa']"
aragon_0.7_184,aragon,aragon_0.7,newInstance,"{'aragonId': 'galttest', 'holders': '[0x10cb408e1285d840caced4d730df2359e3d56444]', 'minAcceptanceQuorum': '100000000000000000', 'supportNeeded': '510000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '3600'}",0x1d21d4c818e362a4f73cf1cc5bf89a84ced423c8fe23de6ccd9be902876dbbd6,"['0x99c4074335ce2c00140b037faa6187d2e165f8ea', '0xa57fcc0989229e8f3d3186099c897dde4bea870d', '0x948a4d9345c49228711e2f334075ea3734372970', '0x6b3b9bfa4145ea6c66dc3dc3ffc057a39b81dff7', '0x4bf891c8734616c96b7fe62c70c690456408bfe6', '0xc34c6cdfc296f6b49dd0f909cb1ad4f8e734bdcf', '0x9b91f5aa3faa7a117cb7ccf0108ec71f39e9383d']"
aragon_0.7_185,aragon,aragon_0.7,newInstance,"{'aragonId': 'dank', 'holders': '[0xa1c78ed146a8693a8cf3d29385bc54cd3f145b4a]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '86400'}",0x5e7cc1872edb620c3e767176f76c1d39791baeced9c8d2c763c80105c7471d91,"['0x428d5caef8d918744aa8a9d8b71f53306f7b86cf', '0xb9a3ca775c704fc4112599f2f34103d9355c33e7', '0x70e00cdae40e43d502ed65d8f1daa4f5ed3a2c82', '0x9d261715c89542e1cd5bbdb3685dfd91ee0054f5', '0xe4a0b451981d34c3d56ddad1629bd5caa6ded5bb', '0x060f58d859fc70ddc0361586682533eff0e92015', '0xa37df666c8f6edf08f12a5795e71fa92dfaf0ec8']"
aragon_0.7_186,aragon,aragon_0.7,newInstance,"{'aragonId': 'scelomo', 'neededSignatures': '2', 'signers': '[0x5f737349928bac1990610065e73438c98ac01eec, 0x3804715eaaf344817ad9e7a81a0f5875fa0a484e, 0xb4d7653b995d028cb7e2e92107087186bde264bc]'}",0x4781c6d143e83e6ed7b52b33dc5e45a7aedda871a05025c25746439ef48f44b7,"['0xe1248adb739985c6d2d39a3af5821ff33f561bc3', '0x17cd7ca46055730f2cdd12a830fcf5cd67a6d472', '0xd57f04352f6237fb347cf8f3ef770089a1e98fb0', '0x2e5959fce8367b4e13324b0fdb92d05583b3ad85', '0x65263708578517ded023111eac2705251836056c', '0xad12e6a13278931bb074153c341357f33e2cf281', '0xe82e231300fa947d0d28d9f4e99fbe22451ea085']"
aragon_0.7_187,aragon,aragon_0.7,newInstance,"{'aragonId': 'samsung', 'holders': '[0x2a3b4986cb64bd5e4c6484282fb896fbe60b4e28]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '86400'}",0x4dda5b39a6cf072afe300949bbbfff085ff6de8d2e2d2fd862e1145c2a9382f8,"['0xd3a1384a85bd94fc0b89b59f9b08bf5a15e130e0', '0xcbc5e03179c8825c5d48b6ba2892f59b02537c14', '0xf1834b4f2f61005066ebc41301281e892e6d0452', '0x10a89dc138bffb86720be840a4fffb9ccef7866b', '0xf2ba3e3b2b2cb6ac49bd4e972719217bfb004ac0', '0x209e697000125d9b53cc978a597bf6743c809339', '0xd52cd452bb92f7fa058bd0fc64c697fe6cdd8cb8']"
aragon_0.7_188,aragon,aragon_0.7,newInstance,"{'aragonId': 'david', 'holders': '[0xb4d7653b995d028cb7e2e92107087186bde264bc]', 'minAcceptanceQuorum': '250000000000000000', 'supportNeeded': '510000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '172800'}",0x0c2dd965a7176093e3b0814ae10a4fea56666386a2dfece829c2bd68ed85b169,"['0x407960dd6e67be7685dbea1ff0750fff3238d789', '0x3ce090a6b7a802b9fef4d9451ffb8ac54af4b482', '0xbc78781d48cda7b71ae23b473d424c692454d8bf', '0x933f4444f53279fed41a90980cf4346036188669', '0x5567bde68860fd57177b0ee2d222d6f7495e4ee4', '0x4bc772aecdf605774dc190b1b0cba8318f243a80', '0x9dda13971718ec13e76677db281f7a81bbf6ca6c']"
aragon_0.7_189,aragon,aragon_0.7,newInstance,"{'aragonId': 'bacov2', 'holders': '[0xf43e384670e1e3796fbf7980364ad5f2824b8b24]', 'minAcceptanceQuorum': '100000000000000000', 'supportNeeded': '300000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '7200'}",0x63a1a70e53423d7c17e06ee321280facae20877e23cb626cde8a7048bcf2e577,"['0x60fe4b08c41174f8b3613d12ccc26505d4f531a2', '0x5b24f61928027984f1582baa297c7efda9bc96be', '0x961d919658ee6664a670af6033db266a20fc068a', '0xfcd200e3aef9cf9fcb48a8713a0cb0876fa2acb8', '0xc55cb807b681bfa5ba436c2eee657df411aa2595', '0x0df7b0682e03b91f7b8a6c52503ee119a8df5d09', '0x5f06071f2c5911ed37fb3e0b8ac6a9b790ea1676']"
aragon_0.7_190,aragon,aragon_0.7,newInstance,"{'aragonId': 'ethcon', 'holders': '[0xc1228273c77a4939bcc42a0d8f7b0077228e7f3c]', 'minAcceptanceQuorum': '50000000000000000', 'supportNeeded': '510000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '144000'}",0x35f90e5b037d167426796cbf66b65e50051975dcef0611ad22aafd7568d9c048,"['0x5b8d8f1d18aa21112d8bf3dbaa0a9758e281ac4e', '0x9be7dd7ae4f9848c47c725af4b38632209f0781f', '0x241ddf36f0751d67e2afc8db5ded8344e75a767a', '0x7679bfcecdcb8e0f9232aafec57efec0fc8a603e', '0xe1488185dcfaec58925235b61034e399788015e0', '0xd63f21ea59236f81b773e404557346299bd9d9b9', '0xe6cc7e459d4a6bd8dcfdba8839884bb7a130fe5f']"
aragon_0.7_191,aragon,aragon_0.7,newInstance,"{'aragonId': 'nmd', 'holders': '[0xd030b1a664c0c787b01c9d6e72e952641bc5f644]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '86400'}",0x9c8f567626a989d319f0b7a507ff1b86546511f0c6ed6a1f99ba02d9d1059069,"['0x97c3a6b2bc018386e93c029ce3bd5b32e599ee87', '0x192d4904caee78a074af5d2742d747204014cf9a', '0xb4a30434ce597a35ea396800291bba8dd18a9f84', '0x7b6fc8102845bc0748064cb0a9acc70c3eb5a594', '0x65c0e48f0a730461f3fd5b27c1a86d3e02607f93', '0xc1b56529dc1bb9940f906fc8837c5a510c4ba9c0', '0x61be6391a8a78a7a3f6ef3397777090cdc1d748f']"
aragon_0.7_192,aragon,aragon_0.7,newInstance,"{'aragonId': 'washingtonandassociates', 'holders': '[0xcde850e02a5d1ebedb5e1d2b177af8770354fdb7]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '259200'}",0x5569719a46ec409014f8be6e436df5d57840d98f8cba00c6c90f5e03d2494ed2,"['0x4b5e247d36bc97fe5665088d9693d8cc04e1dbda', '0xf114f6ad358a25542d06b5c463fb996bcb40e065', '0xd5622e9a01bc5d73864a601775731cfa3a1097c5', '0xe766b15fe52a6789678b15045bcb5ee9a41693c8', '0xe236e6ed77064ea9f8b4b7e49b98e57611ed0e68', '0x07fdb0c45d3e75c2f0b4e9d8e0b42a84f96b5db2', '0x3af8121a162bc3e4a6450170bd33e1dd2620d386']"
aragon_0.7_193,aragon,aragon_0.7,newInstance,"{'aragonId': 'g', 'holders': '[0xaecce32486bf8f657dd9ae4627048de1a72c41a5]', 'minAcceptanceQuorum': '200000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '86400'}",0x9b0df53b9d65d43acee6daca713c0242d9ee9d4d83a0cc7061ada5f38d32d6fa,"['0x0e4816cad0f5432db165608c1a23f0f9c3ff5383', '0xd86141e7424a3ead7d9c53610d2a882765bb25ca', '0xb710e3187b8be07d52caf3f10cb6dc9288e8cf7f', '0xadc6b437d77bf8d1a812a6c9ade647729e825cfe', '0x9fa939a8dac18531b02a0e8ebd81ae9c562900f1', '0xb8bd2f9f3ae8c5e5a7aa2737f510f129778e796b', '0xf82b8e6836304d331627cb7d5c9911f914c56603']"
aragon_0.7_194,aragon,aragon_0.7,newInstance,"{'aragonId': 'testtest', 'holders': '[0xd030b1a664c0c787b01c9d6e72e952641bc5f644]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '86400'}",0xba8eed15e31041e8c8e94e9bac1efc7b7cbe65baf26e2bc18df477428d3d8624,"['0x0b2a49007015431991edb839df5a9abd2bd3c232', '0x709fa027d81bf9094c50821a83d0978ab621ec7f', '0x3573b9e2b13e5f66414790840370f68a8c7b9238', '0x45c08895b8ebd5a9da4cfe87c27cf66b5d6a3967', '0x9c404d66c36b44339984164bf16e4b467a4611be', '0xe1ff910cda8a85c644873c18d8c4933aceb42fca', '0x909ab3903048892e5adb98f6b8215dd5bb6044f7']"
aragon_0.7_195,aragon,aragon_0.7,newInstance,"{'aragonId': 'demoday', 'holders': '[0x842abcb16e8be3b1780751a9b2c1c5b938062931]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '86400'}",0x8c39d9af6a7442fa20d7c42e2e13032d546b358e3a96dcf6c238b46345289070,"['0x2a709c95750e63d9b31b83704321ffbcb5f18ed5', '0x8395f3c37b97859d31f1e5f409ff5f48b86613ea', '0xb8dff26a44683eaf4a55c2127f60ed0d0f2647d3', '0xcc352806e8ab950f6710051f897b1d680b7ced8a', '0xcda6c268950041e83c95ef50109b7bd64400d07c', '0xbf532a5641e18d91917192400369628088d333cf', '0x4a286d227a7d8eaded53853d4fcbb6724ed1b8c3']"
aragon_0.7_196,aragon,aragon_0.7,newInstance,"{'aragonId': 'demoday2', 'holders': '[0x842abcb16e8be3b1780751a9b2c1c5b938062931]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '86400'}",0x6a09471d239cf1500d70d2e086d608c98b13ab70648b9761e3d33f505364be3e,"['0x138c6a5228caf333a38fa0560b6f2c88ed97a613', '0x3bb189312e84627f464a1c53a5637dfa04302828', '0x5933d4334b43e368b64743d267790d482a957c05', '0x8a58c683f27cee9ff5cf563aedbb3a86224d315f', '0x995a19e77a96f24b2d41f93d32bedac258f4ee03', '0x219162e737866abb39bc93a77e6d48b700087aae', '0x8927bbf1c59f7565ba308d37789aeaf73c414fcc']"
aragon_0.7_197,aragon,aragon_0.7,newInstance,"{'aragonId': 'daomasters', 'holders': '[0xc9acf2dd0a92800788f68e04c7c035545ed319cb]', 'minAcceptanceQuorum': '200000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '1296000'}",0x370aa94e60c102f8b92e3ba5fc9984ad675e5b512279324d59ccccb956ba568a,"['0x3d273d60e04b43668c32b9c1e049b99210ab8b3f', '0xb2ca452ed0e0daa2fd70a79a58262ed55ab62a81', '0xfe1acb7e0a036f71191e500046bdf93979e20f3a', '0x06d3d6373559d22b9b2fcb22f708325591e0f058', '0x79fc0a209a366ff40c9e137092c95d9dd8eee464', '0xa8766505b6e37801212a01c72f55a72e622af12d', '0x80901721c786c71cb76691a185c9cb2e97b900e2']"
aragon_0.7_198,aragon,aragon_0.7,newInstance,"{'aragonId': 'company', 'holders': '[0xd0c352dbc3f03762421093ac7225224cca2f54f9]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '86400'}",0x139c9a2ad4683a6712a3aa97f1ad651581f193c8cd6f22e826a060ec55ae09c0,"['0xc9c69ac969fc2ccd457da62e30b428b29e33a62d', '0x83c0d7c3d93e346c48378bf6d2620d29b9d18168', '0x021e5147c752e3cdade85d72be3749988b43649b', '0x1c32718601c3a393e41e005918207b8d5f538df0', '0x01f78203c06c11240462517540725a41764c2985', '0x5dc21b291813ee17d3bd8cedbec6c9f4de6d5686', '0x9f9ad32c967705aff4f56a186a59e30b8d8e6830']"
aragon_0.7_199,aragon,aragon_0.7,newInstance,"{'aragonId': 'ds', 'neededSignatures': '1', 'signers': '[0xeac710f835c2c68688c5ebfa07806abda213f260]'}",0x951b34aa847293ec104bdfa6d117bf307958c6f808c61c4da83d66d7da07656d,"['0xffd943ea0362ea0eef463e169394ae7ab6fbc35e', '0xb17f1dd68a2dd032f28ac661fe800f914d30a166', '0x75ce6da156d82d10666e7dc05bd98baef22364a4', '0xe48a89f274a034d7639bb03a491912dec7c6d239', '0x4f5673aed75cdac89b17101e18e21409b3ca7050', '0x392f1395b633154ca8b41d011be29a9f3a79db7b', '0xf5fd68a20dd5cc648d4d5b896a433c879bb10314']"
aragon_0.7_200,aragon,aragon_0.7,newInstance,"{'aragonId': 'euroyengroup', 'neededSignatures': '1', 'signers': '[0x24a7aa9204c14a91ca4aa0e989e1fcc03dfdcd22]'}",0x24c229b5b041357ebdda05123d9c48d77c4faa7040f249c0bcd575394306dfae,"['0xa70dae86d3e0c88f21c79f3c4a31c0d12b947824', '0x17d558a698808696a58ddc0f0bc6a6ae127cc7e2', '0x2ef60132806d0f2533383723770d22f29f7372ea', '0x369ace1aeaf4764d95f223a8174e6fe6a534c419', '0xfd125d29bd13c90cc27080de51a0237d21cf55d6', '0x0b1dd4f12bf5617e798a4a5d89759cc10ce88ca4', '0x6c44a50a8b4709afd817eb3199c4418df1f0bcba']"
aragon_0.7_201,aragon,aragon_0.7,newInstance,"{'aragonId': 'ziad', 'holders': '[0x7fcade77d5983bcbcfbb2571af0466c58e0d3cdf]', 'minAcceptanceQuorum': '250000000000000000', 'supportNeeded': '510000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '28800'}",0x26eb20f254e3399afed3f4442c61ed8833ad83d05c370cd325c4a2bc9a6fefb8,"['0x6e0cd3c11d53eb3d1d3ba5f610085c00e32c2e3d', '0xb79c54aa34dd6301d4599b3ca6cc10224134234c', '0x3f0e9334fc0999eae8269543d0df990a0c192b8e', '0x52056213e96c6537bdf1b91bd340b1d091b5c460', '0x4e4ff60045b4fc9c2aab494063f3cd7ce7c95ee1', '0x057cd7331bfd57ff51301644ae521e3b6a9b24a1', '0x2b6d7a8ff5d9a3b9cf5311418bbcffd1f8260e83']"
aragon_0.7_202,aragon,aragon_0.7,newInstance,"{'aragonId': 'nzblockchain', 'holders': '[0xb6dacfc9e6443f2546e9285ba4ae6359cdc20727]', 'minAcceptanceQuorum': '150000000000000000', 'supportNeeded': '500000000000000000', 'tokens': '[1000000000000000000]', 'voteDuration': '86400'}",0x882f53a2b7dbcbd351a4589b1acc63dafb2bc98bc1bfa68d34682465e9a80744,"['0xa8d2220e24c8ece94d4702e35d62519ee91d3265', '0xd8a22c01fafc48d39adc8ad32b552c34619660c0', '0xcb617631f883bcefa8fc7f1d4bd1266ac899cf39', '0x264edf9350bd8bcacfea4456abb95f547851d575', '0x50e1c70b9495b951d1767410d0b8ca3407ff8561', '0xaf5bb0c046c934c9bd512ae87b2076d792d0ec37', '0xe0b9a8254f975c3c7a1590922d9974e15a748437']"
